timestamp,circulating_supply
2023-09-17,5695.740462109243
2023-09-18,29778.820662272832
2023-09-19,24638.29236798386
2023-09-20,21429.399630986787
2023-09-21,21053.43985257158
2023-09-22,15371.151708826188
2023-09-23,5251.200572419233
2023-09-24,9936.752959472138
2023-09-25,19731.78476366771
2023-09-26,12905.486682544533
2023-09-27,24224.50478524442
2023-09-28,30628.91744057838
2023-09-29,21751.609655733682
2023-09-30,7265.767949215759
2023-10-01,16581.83344091395
2023-10-02,43567.17823465984
2023-10-03,22626.081011977985
2023-10-04,17893.023957711102
2023-10-05,25389.926697426443
2023-10-06,25106.74716790337
2023-10-07,7342.422433365065
2023-10-08,8544.916058706423
2023-10-09,21883.731705797036
2023-10-10,18656.762424713637
2023-10-11,30567.86702757338
2023-10-12,16389.901847158588
2023-10-13,18493.14201184533
2023-10-14,5871.836762675333
2023-10-15,10932.242056546227
2023-10-16,66078.91656150053
2023-10-17,26038.550162868283
2023-10-18,24105.966686399745
2023-10-19,25408.469171128894
2023-10-20,41807.42096092994
2023-10-21,15627.084157307425
2023-10-22,13813.746104187001
2023-10-23,69778.48186257559
2023-10-24,75462.37370974474
2023-10-25,42927.02582412168
2023-10-26,36550.86113149083
2023-10-27,30808.21527676605
2023-10-28,10903.380351451524
2023-10-29,13595.766535940824
2023-10-30,23932.82432998131
2023-10-31,21822.726812171484
2023-11-01,33605.068884778
2023-11-02,31390.597863917374
2023-11-03,27645.736608998894
2023-11-04,10763.624486798046
2023-11-05,15211.88265718631
2023-11-06,17507.909376489642
2023-11-07,28577.8079806673
2023-11-08,26309.606833148468
2023-11-09,62567.90613810867
2023-11-10,32314.899024449973
2023-11-11,14894.518800707121
2023-11-12,9319.585023473723
2023-11-13,24605.523979572674
2023-11-14,34311.61304608198
2023-11-15,37907.661690800305
2023-11-16,39497.336205375635
2023-11-17,28040.743790530963
2023-11-18,8636.983602063774
2023-11-19,11506.116902085767
2023-11-20,31013.81417794435
2023-11-21,44166.86469090616
2023-11-22,35676.1510680255
2023-11-23,16801.12378073727
2023-11-24,35047.712382658414
2023-11-25,8264.787202343161
2023-11-26,12765.945504576723
2023-11-27,24559.349844508004
2023-11-28,33453.178533341896
2023-11-29,27506.754471645636
2023-11-30,16890.319168143404
2023-12-01,32780.81801449309
2023-12-02,17156.799420563046
2023-12-03,15975.29910059621
2023-12-04,47931.8422140504
2023-12-05,50687.027902840295
2023-12-06,39195.43982946704
2023-12-07,30507.308069165734
2023-12-08,29252.649819694758
2023-12-09,15163.236426365986
2023-12-10,11504.511298609987
2023-12-11,59337.15147743768
2023-12-12,31487.02674273876
2023-12-13,35384.95731744994
2023-12-14,33946.75116266099
2023-12-15,25394.042187063355
2023-12-16,13500.053759582002
2023-12-17,18692.86286313085
2023-12-18,31949.650080761505
2023-12-19,31189.181585252987
2023-12-20,41354.75914422539
2023-12-21,29781.24892461563
2023-12-22,24633.59891737964
2023-12-23,10965.588347405548
2023-12-24,14443.973283899446
2023-12-25,14669.55535088828
2023-12-26,30524.004922229342
2023-12-27,27119.378235096276
2023-12-28,29334.7361321977
2023-12-29,34474.75556352572
2023-12-30,21493.18867020215
2023-12-31,21590.920185221712
2024-01-01,19003.158964251685
2024-01-02,57743.50772064432
2024-01-03,82443.51650601295
2024-01-04,49050.326087389396
2024-01-05,53606.52042683734
2024-01-06,16301.266025557234
2024-01-07,20116.901349325748
2024-01-08,63852.35731803812
2024-01-09,66856.73021659476
2024-01-10,78812.15858730748
2024-01-11,78503.35476100328
2024-01-12,90125.75102404549
2024-01-13,23023.533708970685
2024-01-14,22176.845218692804
2024-01-15,24618.589858714473
2024-01-16,36290.92186224812
2024-01-17,32827.22992695009
2024-01-18,45677.74663305453
2024-01-19,44781.77601790442
2024-01-20,13068.77954429629
2024-01-21,9202.78241681475
2024-01-22,57445.18768012959
2024-01-23,45283.522031304696
2024-01-24,36829.18516031739
2024-01-25,29148.069801666126
2024-01-26,42180.28162892443
2024-01-27,10553.784375043027
